fips year sex age race deaths popn county_level_E
39035 88 0 8 1 55 17225 991.173894894725
39035 88 0 9 0 182 46056 991.173894894725
39035 88 0 9 1 64 9888 991.173894894725
39035 88 0 10 0 99 18930 991.173894894725
39035 88 0 10 1 31 3550 991.173894894725
39035 88 1 7 0 18 58834 991.173894894725
39035 88 1 7 1 19 21932 991.173894894725
39035 88 1 8 0 73 67217 991.173894894725
39035 88 1 8 1 25 19101 991.173894894725
39035 88 1 9 0 93 61180 991.173894894725
39035 88 1 9 1 26 12627 991.173894894725
39035 88 1 10 0 65 35527 991.173894894725
39035 88 1 10 1 10 5969 991.173894894725
39011 88 0 7 0 1 1975 24.7643185072109
39011 88 0 7 1 0 5 24.7643185072109
39011 88 0 8 0 6 1965 24.7643185072109
39011 88 0 8 1 0 3 24.7643185072109
39011 88 0 9 0 6 1530 24.7643185072109
39011 88 0 9 1 0 3 24.7643185072109
39011 88 0 10 0 3 654 24.7643185072109
39011 88 0 10 1 0 0 24.7643185072109
39011 88 1 7 0 0 2173 24.7643185072109
39011 88 1 7 1 0 6 24.7643185072109
39011 88 1 8 0 1 2005 24.7643185072109
39011 88 1 8 1 0 8 24.7643185072109
39011 88 1 9 0 2 1798 24.7643185072109
39011 88 1 9 1 0 6 24.7643185072109
39011 88 1 10 0 3 1209 24.7643185072109
39011 88 1 10 1 0 2 24.7643185072109
39083 88 0 7 0 2 2009 27.8595192888572
39083 88 0 7 1 0 17 27.8595192888572
39083 88 0 8 0 2 2088 27.8595192888572
39083 88 0 8 1 0 14 27.8595192888572
39083 88 0 9 0 10 1748 27.8595192888572
39083 88 0 9 1 0 16 27.8595192888572
39083 88 0 10 0 8 786 27.8595192888572
39083 88 0 10 1 0 7 27.8595192888572
39083 88 1 7 0 3 2416 27.8595192888572
39083 88 1 7 1 0 18 27.8595192888572
39083 88 1 8 0 3 2064 27.8595192888572
39083 88 1 8 1 0 26 27.8595192888572
39083 88 1 9 0 5 2083 27.8595192888572
39083 88 1 9 1 0 24 27.8595192888572
39083 88 1 10 0 2 1274 27.8595192888572
39083 88 1 10 1 0 16 27.8595192888572
39129 88 0 7 0 0 2608 23.2946363002087
39129 88 0 7 1 0 33 23.2946363002087
39129 88 0 8 0 8 1850 23.2946363002087
39129 88 0 8 1 0 36 23.2946363002087
39129 88 0 9 0 6 1389 23.2946363002087
39129 88 0 9 1 0 29 23.2946363002087
39129 88 0 10 0 2 588 23.2946363002087
39129 88 0 10 1 0 10 23.2946363002087
39129 88 1 7 0 0 2640 23.2946363002087
39129 88 1 7 1 0 50 23.2946363002087
39129 88 1 8 0 3 1952 23.2946363002087
39129 88 1 8 1 0 21 23.2946363002087
39129 88 1 9 0 0 1497 23.2946363002087
39129 88 1 9 1 0 23 23.2946363002087
39129 88 1 10 0 3 808 23.2946363002087
39129 88 1 10 1 0 14 23.2946363002087
39171 88 0 7 0 1 1780 20.264821102368
39171 88 0 7 1 0 11 20.264821102368
39171 88 0 8 0 3 1404 20.264821102368
39171 88 0 8 1 0 3 20.264821102368
39171 88 0 9 0 5 1221 20.264821102368
39171 88 0 9 1 0 2 20.264821102368
39171 88 0 10 0 1 632 20.264821102368
39171 88 0 10 1 0 0 20.264821102368
39171 88 1 7 0 0 1754 20.264821102368
39171 88 1 7 1 0 11 20.264821102368
39171 88 1 8 0 1 1614 20.264821102368
39171 88 1 8 1 0 6 20.264821102368
39171 88 1 9 0 2 1485 20.264821102368
39171 88 1 9 1 0 5 20.264821102368
39171 88 1 10 0 3 984 20.264821102368
39171 88 1 10 1 0 2 20.264821102368
39001 88 0 7 0 3 1330 15.6783572590858
39001 88 0 7 1 0 4 15.6783572590858
39001 88 0 8 0 2 1151 15.6783572590858
39001 88 0 8 1 0 10 15.6783572590858
39001 88 0 9 0 4 920 15.6783572590858
39001 88 0 9 1 0 1 15.6783572590858
39001 88 0 10 0 3 560 15.6783572590858
39001 88 0 10 1 0 5 15.6783572590858
39001 88 1 7 0 1 1185 15.6783572590858
39001 88 1 7 1 0 13 15.6783572590858
39001 88 1 8 0 1 1190 15.6783572590858
39001 88 1 8 1 0 10 15.6783572590858
39001 88 1 9 0 0 1054 15.6783572590858
39001 88 1 9 1 0 8 15.6783572590858
39001 88 1 10 0 0 639 15.6783572590858
39001 88 1 10 1 0 5 15.6783572590858
39037 88 0 7 0 1 2694 31.8040584117781
39037 88 0 7 1 0 10 31.8040584117781
39037 88 0 8 0 5 2160 31.8040584117781
39037 88 0 8 1 0 10 31.8040584117781
39037 88 0 9 0 8 1965 31.8040584117781
39037 88 0 9 1 0 5 31.8040584117781
39037 88 0 10 0 6 981 31.8040584117781
39037 88 0 10 1 0 4 31.8040584117781
39037 88 1 7 0 2 2853 31.8040584117781
39037 88 1 7 1 0 12 31.8040584117781
39037 88 1 8 0 3 2273 31.8040584117781
39037 88 1 8 1 0 10 31.8040584117781
39037 88 1 9 0 4 2416 31.8040584117781
39037 88 1 9 1 0 6 31.8040584117781
39037 88 1 10 0 2 1566 31.8040584117781
39037 88 1 10 1 0 6 31.8040584117781
39019 88 0 7 0 0 1219 14.7673346492981
39019 88 0 7 1 0 5 14.7673346492981
39019 88 0 8 0 1 1220 14.7673346492981
39019 88 0 8 1 0 16 14.7673346492981
39019 88 0 9 0 5 904 14.7673346492981
39019 88 0 9 1 0 5 14.7673346492981
39019 88 0 10 0 0 419 14.7673346492981
39019 88 0 10 1 0 2 14.7673346492981
39019 88 1 7 0 0 1256 14.7673346492981
39019 88 1 7 1 0 16 14.7673346492981
39019 88 1 8 0 1 1189 14.7673346492981
39019 88 1 8 1 0 13 14.7673346492981
39019 88 1 9 0 1 1029 14.7673346492981
39019 88 1 9 1 0 6 14.7673346492981
39019 88 1 10 0 1 547 14.7673346492981
39019 88 1 10 1 0 1 14.7673346492981
39079 88 0 7 0 1 1569 18.475080071196
39079 88 0 7 1 0 14 18.475080071196
39079 88 0 8 0 2 1499 18.475080071196
39079 88 0 8 1 0 19 18.475080071196
39079 88 0 9 0 5 1031 18.475080071196
39079 88 0 9 1 0 14 18.475080071196
39079 88 0 10 0 4 501 18.475080071196
39079 88 0 10 1 0 3 18.475080071196
39079 88 1 7 0 1 1463 18.475080071196
39079 88 1 7 1 0 15 18.475080071196
39079 88 1 8 0 1 1743 18.475080071196
39079 88 1 8 1 0 22 18.475080071196
39079 88 1 9 0 2 1330 18.475080071196
39079 88 1 9 1 0 12 18.475080071196
39079 88 1 10 0 1 832 18.475080071196
39079 88 1 10 1 0 8 18.475080071196
39005 88 0 7 0 5 2370 26.9533831342569
39005 88 0 7 1 0 40 26.9533831342569
39005 88 0 8 0 3 1983 26.9533831342569
39005 88 0 8 1 0 16 26.9533831342569
39005 88 0 9 0 8 1578 26.9533831342569
39005 88 0 9 1 0 7 26.9533831342569
39005 88 0 10 0 5 750 26.9533831342569
39005 88 0 10 1 0 4 26.9533831342569
39005 88 1 7 0 1 2368 26.9533831342569
39005 88 1 7 1 0 22 26.9533831342569
39005 88 1 8 0 3 2416 26.9533831342569
39005 88 1 8 1 0 28 26.9533831342569
39005 88 1 9 0 1 2014 26.9533831342569
39005 88 1 9 1 0 9 26.9533831342569
39005 88 1 10 0 0 1223 26.9533831342569
39005 88 1 10 1 0 22 26.9533831342569
39163 88 0 7 0 0 544 6.9024420887517
39163 88 0 7 1 0 0 6.9024420887517
39163 88 0 8 0 1 489 6.9024420887517
39163 88 0 8 1 0 1 6.9024420887517
39163 88 0 9 0 0 465 6.9024420887517
39163 88 0 9 1 0 0 6.9024420887517
39163 88 0 10 0 1 218 6.9024420887517
39163 88 0 10 1 0 0 6.9024420887517
39163 88 1 7 0 0 542 6.9024420887517
39163 88 1 7 1 0 2 6.9024420887517
39163 88 1 8 0 1 526 6.9024420887517
39163 88 1 8 1 0 6 6.9024420887517
39163 88 1 9 0 1 465 6.9024420887517
39163 88 1 9 1 0 0 6.9024420887517
39163 88 1 10 0 0 271 6.9024420887517
39163 88 1 10 1 0 0 6.9024420887517
39063 88 0 7 0 1 3210 34.4611904078476
39063 88 0 7 1 0 36 34.4611904078476
39063 88 0 8 0 5 2399 34.4611904078476
39063 88 0 8 1 0 22 34.4611904078476
39063 88 0 9 0 5 2061 34.4611904078476
39063 88 0 9 1 0 22 34.4611904078476
39063 88 0 10 0 5 964 34.4611904078476
39063 88 0 10 1 0 6 34.4611904078476
39063 88 1 7 0 0 3263 34.4611904078476
39063 88 1 7 1 0 42 34.4611904078476
39063 88 1 8 0 2 2801 34.4611904078476
39063 88 1 8 1 0 20 34.4611904078476
39063 88 1 9 0 5 2627 34.4611904078476
39063 88 1 9 1 0 25 34.4611904078476
39063 88 1 10 0 6 1601 34.4611904078476
39063 88 1 10 1 0 11 34.4611904078476
39017 88 0 7 0 7 13343 129.573778991062
39017 88 0 7 1 1 648 129.573778991062
39017 88 0 8 0 22 9736 129.573778991062
39017 88 0 8 1 0 567 129.573778991062
39017 88 0 9 0 37 6894 129.573778991062
39017 88 0 9 1 4 360 129.573778991062
39017 88 0 10 0 17 3044 129.573778991062
39017 88 0 10 1 4 128 129.573778991062
39017 88 1 7 0 12 13784 129.573778991062
39017 88 1 7 1 0 716 129.573778991062
39017 88 1 8 0 14 10265 129.573778991062
39017 88 1 8 1 1 670 129.573778991062
39017 88 1 9 0 20 8701 129.573778991062
39017 88 1 9 1 0 504 129.573778991062
39017 88 1 10 0 9 5621 129.573778991062
39017 88 1 10 1 1 256 129.573778991062
